channel_name,message_id,image_path,detected_class,confidence_score,image_category
lobelia4cosmetics,26381,data/raw/images/lobelia4cosmetics/26381.jpg,bottle,0.3294,product_display
lobelia4cosmetics,26382,data/raw/images/lobelia4cosmetics/26382.jpg,orange,0.3178,other
lobelia4cosmetics,26382,data/raw/images/lobelia4cosmetics/26382.jpg,teddy bear,0.2711,other
lobelia4cosmetics,26383,data/raw/images/lobelia4cosmetics/26383.jpg,,,other
lobelia4cosmetics,26384,data/raw/images/lobelia4cosmetics/26384.jpg,,,other
lobelia4cosmetics,26385,data/raw/images/lobelia4cosmetics/26385.jpg,sports ball,0.368,other
lobelia4cosmetics,26385,data/raw/images/lobelia4cosmetics/26385.jpg,sports ball,0.2993,other
lobelia4cosmetics,26386,data/raw/images/lobelia4cosmetics/26386.jpg,,,other
lobelia4cosmetics,26387,data/raw/images/lobelia4cosmetics/26387.jpg,,,other
lobelia4cosmetics,26388,data/raw/images/lobelia4cosmetics/26388.jpg,bottle,0.6695,product_display
lobelia4cosmetics,26388,data/raw/images/lobelia4cosmetics/26388.jpg,vase,0.6104,product_display
lobelia4cosmetics,26389,data/raw/images/lobelia4cosmetics/26389.jpg,,,other
lobelia4cosmetics,26390,data/raw/images/lobelia4cosmetics/26390.jpg,,,other
lobelia4cosmetics,26391,data/raw/images/lobelia4cosmetics/26391.jpg,,,other
lobelia4cosmetics,26392,data/raw/images/lobelia4cosmetics/26392.jpg,,,other
lobelia4cosmetics,26393,data/raw/images/lobelia4cosmetics/26393.jpg,bottle,0.6768,product_display
